Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number,Percent,Notes Number,Notes Percent
2011-15,Neighborhood (NTA),Queens, Maspeth,8130,Poverty,"3,270",11.9,,
2011-15,Neighborhood (NTA),Bronx, Melrose South-Mott Haven North,534,Poverty,"17,526",42.5,,
2011-15,Neighborhood (NTA),Queens, Middle Village,8121,Poverty,"3,260",8.8,,
2011-15,Neighborhood (NTA),Manhattan, Midtown-Midtown South,6117,Poverty,"3,707",13.9,,
2011-15,Neighborhood (NTA),Brooklyn, Midwood,4743,Poverty,"13,094",24.7,,
2011-15,Neighborhood (NTA),Manhattan, Morningside Heights,6109,Poverty,"11,075",24.5,,
2011-15,Neighborhood (NTA),Bronx, Morrisania-Melrose,535,Poverty,"14,505",36.1,,
2011-15,Neighborhood (NTA),Bronx, Mott Haven-Port Morris,539,Poverty,"22,632",45.6,,
2011-15,Neighborhood (NTA),Bronx, Mount Hope,541,Poverty,"20,270",38.3,,
2011-15,Neighborhood (NTA),Queens, Murray Hill,8151,Poverty,"7,802",15.3,,
2011-15,Neighborhood (NTA),Manhattan, Murray Hill-Kips Bay,6120,Poverty,"5,778",12.5,,
2011-15,Neighborhood (NTA),Staten Island, New Brighton-Silver Lake,8535,Poverty,"2,917",16.3,,
2011-15,Neighborhood (NTA),Staten Island, New Dorp-Midland Beach,8545,Poverty,"1,769",8.4,,
2011-15,Neighborhood (NTA),Staten Island, New Springville-Bloomfield-Travis,8505,Poverty,"3,460",8.9,,
2011-15,Neighborhood (NTA),Queens, North Corona,8126,Poverty,"12,648",23.3,,
2011-15,Neighborhood (NTA),Bronx, North Riverdale-Fieldston-Riverdale,522,Poverty,"2,070",8.5,,
2011-15,Neighborhood (NTA),Brooklyn, North Side-South Side,4773,Poverty,"11,208",21.2,,
2011-15,Neighborhood (NTA),Bronx, Norwood,543,Poverty,"12,706",30.5,,
2011-15,Neighborhood (NTA),Queens, Oakland Gardens,8142,Poverty,"2,477",8.7,,
2011-15,Neighborhood (NTA),Staten Island, Oakwood-Oakwood Beach,8525,Poverty,"1,270",5.9,,
2011-15,Neighborhood (NTA),Brooklyn, Ocean Hill,4779,Poverty,"10,145",30.8,,
2011-15,Neighborhood (NTA),Brooklyn, Ocean Parkway South,4746,Poverty,"4,293",20.6,,
2011-15,Neighborhood (NTA),Queens, Old Astoria,8171,Poverty,"5,921",20.6,,
2011-15,Neighborhood (NTA),Staten Island, Old Town-Dongan Hills-South Beach,8536,Poverty,"3,199",13.1,,
2011-15,Neighborhood (NTA),Queens, Ozone Park,8156,Poverty,"3,873",16.5,,
2011-15,Neighborhood (NTA),Brooklyn, Park Slope-Gowanus,4737,Poverty,"5,363",7.2,,
2011-15,Neighborhood (NTA),Bronx, Parkchester,546,Poverty,"5,492",18,,
2011-15,Neighborhood (NTA),Bronx, Pelham Bay-Country Club-City Island,510,Poverty,"2,953",10.8,,
2011-15,Neighborhood (NTA),Bronx, Pelham Parkway,549,Poverty,"4,479",15.4,,
2011-15,Neighborhood (NTA),Queens, Pomonok-Flushing Heights-Hillcrest,8138,Poverty,"6,474",19.7,,
2011-15,Neighborhood (NTA),Staten Island, Port Richmond,8528,Poverty,"4,083",20.9,,
2011-15,Neighborhood (NTA),Brooklyn, Prospect Heights,4764,Poverty,"1,987",9.7,,
2011-15,Neighborhood (NTA),Brooklyn, Prospect Lefferts Gardens-Wingate,4760,Poverty,"15,157",22.1,,
2011-15,Neighborhood (NTA),Queens, Queens Village,8134,Poverty,"5,879",10.9,,
2011-15,Neighborhood (NTA),Queens, Queensboro Hill,8162,Poverty,"3,058",14.1,,
2011-15,Neighborhood (NTA),Queens, Queensbridge-Ravenswood-Long Island City,8168,Poverty,"6,523",35.1,,
2011-15,Neighborhood (NTA),Queens, Rego Park,8118,Poverty,"3,732",13.2,,
2011-15,Neighborhood (NTA),Queens, Richmond Hill,8154,Poverty,"11,660",17.6,,
2011-15,Neighborhood (NTA),Queens, Ridgewood,8120,Poverty,"14,120",19.6,,
2011-15,Neighborhood (NTA),Queens, Rosedale,8105,Poverty,"2,386",8.7,,
2011-15,Neighborhood (NTA),Staten Island, Rossville-Woodrow,8532,Poverty,"2,704",12.9,,
2011-15,Neighborhood (NTA),Brooklyn, Rugby-Remsen Village,4796,Poverty,"10,594",19.1,,
2011-15,Neighborhood (NTA),Bronx, Schuylerville-Throgs Neck-Edgewater Park,552,Poverty,"7,170",15.3,,
2011-15,Neighborhood (NTA),Brooklyn, Seagate-Coney Island,4721,Poverty,"9,998",34.7,,
2011-15,Neighborhood (NTA),Brooklyn, Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4717,Poverty,"10,442",16.3,,
2011-15,Neighborhood (NTA),Manhattan, SoHo-TriBeCa-Civic Center-Little Italy,6124,Poverty,"3,720",9.2,,
2011-15,Neighborhood (NTA),Bronx, Soundview-Bruckner,555,Poverty,"12,498",34.5,,
2011-15,Neighborhood (NTA),Bronx, Soundview-Castle Hill-Clason Point-Harding Park,509,Poverty,"15,838",29.2,,
2011-15,Neighborhood (NTA),Queens, South Jamaica,8101,Poverty,"8,639",21.3,,
2011-15,Neighborhood (NTA),Queens, South Ozone Park,8155,Poverty,"12,015",14.3,,
2011-15,Neighborhood (NTA),Queens, Springfield Gardens North,8102,Poverty,"2,934",11,,
2011-15,Neighborhood (NTA),Queens, Springfield Gardens South-Brookville,8103,Poverty,"2,553",12.1,,
2011-15,Neighborhood (NTA),Bronx, Spuyten Duyvil-Kingsbridge,529,Poverty,"3,766",12.3,,
2011-15,Neighborhood (NTA),Queens, St. Albans,8108,Poverty,"4,925",9.2,,
2011-15,Neighborhood (NTA),Staten Island, Stapleton-Rosebank,8537,Poverty,"5,231",20.4,,
2011-15,Neighborhood (NTA),Brooklyn, Starrett City,4793,Poverty,"4,268",33.4,,
2011-15,Neighborhood (NTA),Queens, Steinway,8172,Poverty,"5,628",11.6,,
2011-15,Neighborhood (NTA),Brooklyn, Stuyvesant Heights,4735,Poverty,"19,316",29.2,,
2011-15,Neighborhood (NTA),Manhattan, Stuyvesant Town-Cooper Village,6150,Poverty,"2,689",12.7,,
2011-15,Neighborhood (NTA),Brooklyn, Sunset Park East,4734,Poverty,"25,468",35.4,,
2011-15,Neighborhood (NTA),Brooklyn, Sunset Park West,4732,Poverty,"15,973",28.8,,
2011-15,Neighborhood (NTA),Staten Island, Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,8524,Poverty,"2,346",7.5,,
2011-15,Neighborhood (NTA),Manhattan, Turtle Bay-East Midtown,6119,Poverty,"2,951",6,,
2011-15,Neighborhood (NTA),Bronx, University Heights-Morris Heights,536,Poverty,"23,106",42.7,,
2011-15,Neighborhood (NTA),Manhattan, Upper East Side-Carnegie Hill,6140,Poverty,"2,988",5.2,,
2011-15,Neighborhood (NTA),Manhattan, Upper West Side,6112,Poverty,"14,337",10.8,,
2011-15,Neighborhood (NTA),Bronx, Van Cortlandt Village,528,Poverty,"12,626",25.6,,
2011-15,Neighborhood (NTA),Bronx, Van Nest-Morris Park-Westchester Square,537,Poverty,"6,190",23.6,,
2011-15,Neighborhood (NTA),Manhattan, Washington Heights North,6135,Poverty,"14,774",21,,
2011-15,Neighborhood (NTA),Manhattan, Washington Heights South,6136,Poverty,"25,401",28.1,,
2011-15,Neighborhood (NTA),Brooklyn, West Brighton,4723,Poverty,"2,385",15.3,,
2011-15,Neighborhood (NTA),Bronx, West Concourse,563,Poverty,"14,037",37.8,,
2011-15,Neighborhood (NTA),Bronx, West Farms-Bronx River,508,Poverty,"12,820",35.3,,
2011-15,Neighborhood (NTA),Staten Island, West New Brighton-New Brighton-St. George,8522,Poverty,"8,324",25.9,,
2011-15,Neighborhood (NTA),Manhattan, West Village,6123,Poverty,"3,953",6.3,,
2011-15,Neighborhood (NTA),Bronx, Westchester-Unionport,559,Poverty,"6,311",23,,
2011-15,Neighborhood (NTA),Staten Island, Westerleigh,8507,Poverty,"2,225",9.4,,
2011-15,Neighborhood (NTA),Queens, Whitestone,8149,Poverty,"1,996",6.3,,
2011-15,Neighborhood (NTA),Bronx, Williamsbridge-Olinville,544,Poverty,"15,505",24.7,,
2011-15,Neighborhood (NTA),Brooklyn, Williamsburg,4772,Poverty,"17,986",55.9,,
2011-15,Neighborhood (NTA),Brooklyn, Windsor Terrace,4740,Poverty,"2,351",10.4,,
2011-15,Neighborhood (NTA),Queens, Woodhaven,8153,Poverty,"9,575",15.4,,
2011-15,Neighborhood (NTA),Bronx, Woodlawn-Wakefield,562,Poverty,"6,844",15.7,,
2011-15,Neighborhood (NTA),Queens, Woodside,8163,Poverty,"6,940",15.1,,
2011-15,Neighborhood (NTA),Manhattan, Yorkville,6132,Poverty,"5,434",6.7,,
,,,,,,,,,
Name:Poverty,Measure:Number,How Calculated:<p>Estimated number of people for whom poverty status is determined whose annual income falls below 100% of the federal poverty level.</p>,Source(s):American Community Survey,Year:2011-15,,,,,
Name:Poverty,Measure:Percent,How Calculated:Estimated number of people for whom poverty status is determined whose annual income falls below 100% of the federal poverty level divided by the number of people for whom poverty status is determined; expressed as percent.,Source(s):American Community Survey,Year:2011-15,,,,,
,,,,,,,,,
NYC Department of Health and Mental Hygiene,,,,,,,,,
Environment & Health Data Portal,,,,,,,,,
More information can be found at: http://nyc.gov/health/tracking,,,,,,,,,
Accessed 12/01/2018,,,,,,,,,
